MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,PLX_VALUE,FLUX_V,FLUX_B,OTYPE,SCRIPT_NUMBER_ID,distance_pc,M_V,luminosity,B-V,temperature_K
HD 200207,21 00 53.3791,+37 39 11.189,14,14,0.0137,0.0145,90,A,O,2020yCat.1350....0G,3.4084,8.11,9.09,Star,0,0.29339279427297266,15.772752783171159,3.8627703282947e-05,0.9800000000000004,4791.276225065089
BD+37  4147,21 01 52.6234,+37 41 31.936,14,14,0.0088,0.0097,90,A,O,2020yCat.1350....0G,1.7737,9.92,10.3,Star,0,0.5637932006540001,16.16440083012143,2.6930205530819094e-05,0.3800000000000008,6988.564781536697
BD+36  4301,20 53 35.3742,+36 41 49.294,14,14,0.1011,0.1177,90,A,O,2020yCat.1350....0G,10.6926,9.37,9.98,SB*,0,0.09352262312253333,19.515416602918783,1.2297968005122547e-06,0.6100000000000012,5928.662795375076
BD+36  4307,20 53 59.7913,+36 53 47.407,14,14,0.0092,0.0107,90,A,O,2020yCat.1350....0G,2.4315,9.06,10.29,Star,0,0.41126876413736374,15.989371369520981,3.16410911767255e-05,1.2299999999999986,4250.693596274791
BD+36  4308,20 54 05.6873,+37 01 17.319,14,14,0.0137,0.0156,90,A,O,2020yCat.1350....0G,0.5353,9.81,9.84,Star,0,1.8681113394358304,13.452986216917157,0.0003271941372244449,0.02999999999999936,9765.803484638678
BD+36  4310,20 54 18.2325,+36 57 42.829,14,14,0.0091,0.0097,90,A,O,2020yCat.1350....0G,16.3803,9.01,9.71,HighPM*,0,0.061048942937553044,20.081609257314753,7.300562059082991e-07,0.7000000000000011,5601.697844213069
BD+36  4324,20 55 47.6287,+36 37 39.730,14,14,0.0082,0.0101,90,A,O,2020yCat.1350....0G,1.8942,9.37,10.52,Star,0,0.5279273571956499,15.757129161379304,3.91875701354341e-05,1.1500000000000004,4409.234032365268
BD+36  4326,20 56 21.8856,+36 45 47.365,14,14,0.0092,0.0113,90,A,O,2020yCat.1350....0G,1.1885,9.32,10.89,Star,0,0.8413967185527977,14.694995930320996,0.00010423213363324756,1.5700000000000003,3691.168542872439
BD+36  4330,20 56 42.4844,+37 22 00.215,14,14,0.0091,0.0102,90,A,O,2020yCat.1350....0G,0.7977,9.17,9.35,EmLine*,0,1.253604111821487,13.679197960256147,0.00026565672592445056,0.17999999999999972,8321.091831351987
BD+36  4331,20 56 44.6095,+37 08 39.184,14,14,0.009,0.0098,90,A,O,2020yCat.1350....0G,5.3823,9.35,9.97,Star,0,0.18579417721048622,18.004839504590816,4.943837622509764e-06,0.620000000000001,5890.322012321259
BD+36  4332,20 57 04.4920,+37 01 48.167,14,14,0.0092,0.011,90,A,O,2020yCat.1350....0G,8.9347,9.74,10.39,Star,0,0.11192317593204025,19.495399874005805,1.2526797310714402e-06,0.6500000000000004,5778.423731066207
BD+36  4335,20 57 25.9403,+37 09 36.205,14,14,0.0606,0.0768,90,A,O,2020yCat.1350....0G,3.7538,9.18,10.03,HighPM*,0,0.2663967179924343,17.052355649883975,1.1886602509410498e-05,0.8499999999999996,5134.371181493918
BD+36  4340,20 57 54.7244,+37 24 04.596,14,14,0.0081,0.0102,90,A,O,2020yCat.1350....0G,2.14,9.62,9.91,Star,0,0.4672897196261682,16.272068866745954,2.4387790369913542e-05,0.2900000000000009,7526.014382731689
BD+36  4342,20 58 10.5919,+36 58 34.102,14,14,0.0083,0.0098,90,A,O,2020yCat.1350....0G,1.236,9.1,10.53,Star,0,0.8090614886731392,14.560092353763984,0.00011802202407151495,1.4299999999999997,3901.9253220718683
BD+36  4345,20 58 38.9338,+37 02 41.142,14,14,0.0127,0.0147,90,A,O,2020yCat.1350....0G,1.905,9.25,10.24,Star,0,0.5249343832020997,15.649474900058191,4.327230604180327e-05,0.9900000000000002,4766.876781934012
HD 199873,20 58 41.4743,+36 58 50.277,14,14,0.01,0.0119,90,A,O,2020yCat.1350....0G,2.0625,8.86,9.04,Star,0,0.48484848484848486,15.431969786109814,5.2870337841502265e-05,0.17999999999999972,8321.091831351987
HD 199969,20 59 20.9941,+36 44 50.668,14,14,0.0131,0.0146,90,A,O,2020yCat.1350....0G,1.5166,8.28,9.8,LongPeriodV*_Candidate,0,0.6593696426216538,14.184355258252717,0.00016682375664749008,1.5200000000000014,3763.6701294642335
BD+36  4358A,20 59 37.9756,+37 03 25.100,14,14,0.0105,0.0144,90,A,O,2020yCat.1350....0G,0.9856,9.96,10.14,Star,0,1.0146103896103895,14.928503474101753,8.406178550660671e-05,0.17999999999999972,8321.091831351987
HD 200104,21 00 13.5455,+36 57 47.055,14,14,0.009,0.0114,90,A,O,2020yCat.1350....0G,1.0266,7.81,9.44,SB*,0,0.9740892265731541,12.86700629962372,0.0005613031508906475,1.63,3607.90050634042
HD 200208,21 00 55.4615,+37 21 52.337,14,14,0.0124,0.014,90,A,O,2020yCat.1350....0G,3.8977,8.06,8.31,PulsV*,0,0.25656156194678914,16.01404204543381,3.093023230452521e-05,0.25,7795.1843950015245
BD+36  4368,21 01 01.5767,+37 29 40.652,14,14,0.0155,0.0175,90,A,O,2020yCat.1350....0G,3.2135,9.71,10.1,Star,0,0.3111871790882216,17.244891521232095,9.955048759007096e-06,0.3899999999999988,6933.9434519686065
BD+36  4370,21 01 17.6620,+36 56 32.238,14,14,0.0081,0.0096,90,A,O,2020yCat.1350....0G,4.9773,9.27,9.65,PulsV*,0,0.20091214112068795,17.75496909021601,6.2231800166522165e-06,0.3800000000000008,6988.564781536697
HD 200371,21 01 58.4529,+36 42 03.791,14,14,0.0111,0.0129,90,A,O,2020yCat.1350....0G,2.7181,8.0,9.14,Star,0,0.3679040506235973,15.171327152801522,6.721545438731257e-05,1.1400000000000006,4429.929224934341
HD 199496,20 56 23.7715,+36 22 38.501,14,14,0.0175,0.0219,90,A,O,2020yCat.1350....0G,4.0819,7.83,7.82,Star,0,0.2449839535510424,15.884311804962284,3.4855817900031717e-05,-0.009999999999999787,10251.712375722907
BD+35  4333,20 56 38.5273,+36 19 49.735,14,14,0.0118,0.0142,90,A,O,2020yCat.1350....0G,0.4855,9.45,9.42,Star,0,2.059732234809475,12.880946171220117,0.0005541425916487905,-0.02999999999999936,10515.56178144885
BD+35  4342,20 58 34.1294,+36 16 00.527,14,14,0.0094,0.0113,90,A,O,2020yCat.1350....0G,2.2791,9.42,9.55,Star,0,0.4387696897898293,16.208816905619734,2.585075536216551e-05,0.13000000000000078,8747.606288403853
HD 199987,20 59 23.1498,+36 25 43.852,14,14,0.2246,0.2817,90,A,O,2020yCat.1350....0G,1.9072,8.02,8.09,**,0,0.5243288590604027,14.421981190300711,0.0001340316993369074,0.07000000000000028,9328.334230573078
BD+35  4359,21 01 26.8184,+36 31 56.729,14,14,0.0075,0.0097,90,A,O,2020yCat.1350....0G,1.5091,9.74,10.85,Star,0,0.6626466105625869,15.633590095528843,4.39100530490085e-05,1.1099999999999994,4493.257891951656
BD+35  4364,21 01 45.2258,+36 29 47.501,14,14,0.0109,0.0125,90,A,O,2020yCat.1350....0G,1.9492,9.53,9.58,Star,0,0.5130309870716191,15.979282013546284,3.1936490850387104e-05,0.05000000000000071,9541.50026314974
HD 200466B,21 02 21.5140,+37 39 13.566,14,14,0.0158,0.018,90,A,O,2020yCat.1350....0G,22.2515,8.57,9.338,HighPM*,0,0.044940790508505045,20.306796463048826,5.933096537140683e-07,0.7679999999999989,5379.0575450460765
HD 200389,21 02 00.6094,+36 58 10.421,14,14,0.0147,0.0182,90,A,O,2020yCat.1350....0G,1.2684,8.25,8.3,Star,0,0.7883948281299274,13.766281166775254,0.00024518140718561527,0.05000000000000071,9541.50026314974
HD 200530,21 02 51.0725,+37 09 02.135,14,14,0.0124,0.0151,90,A,O,2020yCat.1350....0G,11.3808,7.79,8.37,HighPM*,0,0.08786728525235483,18.07086395676888,4.652157583925237e-06,0.5799999999999992,6046.972924424454
HD 200597,21 03 11.5781,+36 44 38.870,14,14,0.0155,0.0187,90,A,O,2020yCat.1350....0G,1.6182,8.47,8.46,Star,0,0.617970584600173,14.515160984182675,0.0001230086370032626,-0.009999999999999787,10251.712375722907
BD+36  4383,21 03 26.0667,+37 08 51.476,14,14,0.0075,0.0099,90,A,O,2020yCat.1350....0G,1.954,9.54,10.62,Star,0,0.5117707267144319,15.99462279691377,3.148842084990124e-05,1.08,4558.520175773521
HD 200777,21 04 18.7380,+37 23 35.139,14,14,0.0146,0.017,90,A,O,2020yCat.1350....0G,2.2894,8.33,9.27,SB*,0,0.43679566698698347,15.128608392416055,6.991279148571375e-05,0.9399999999999995,4891.572509518792
BD+36  4390,21 04 40.7785,+37 09 47.249,14,14,0.0104,0.0127,90,A,O,2020yCat.1350....0G,2.0518,8.82,9.74,Star,0,0.4873769373233258,15.380675127399806,5.542809453976694e-05,0.9199999999999999,4943.405869870266
BD+36  4395,21 05 11.4275,+37 07 12.654,14,14,0.1026,0.1204,90,A,O,2020yCat.1350....0G,7.9316,9.56,10.07,SB*,0,0.12607796661455442,19.05680402049721,1.8761968038752363e-06,0.5099999999999998,6343.880598874681
BD+36  4402,21 05 34.3933,+36 55 28.894,14,14,0.0105,0.0127,90,A,O,2020yCat.1350....0G,0.3942,8.85,10.54,Star,0,2.536783358701167,11.828583099717122,0.0014607192751800026,1.6899999999999995,3528.434308105477
BD+36  4405,21 05 52.1105,+37 13 41.456,14,14,0.0096,0.012,90,A,O,2020yCat.1350....0G,1.9202,9.38,10.43,Star,0,0.5207790855119259,15.796732326780234,3.7783924893895006e-05,1.049999999999999,4625.809668053838
BD+36  4410,21 06 40.0813,+36 41 35.781,14,14,0.1003,0.1156,90,A,O,2020yCat.1350....0G,6.0795,9.4,9.99,HighPM*,0,0.16448721111933545,18.319339313986873,3.700532940040871e-06,0.5899999999999999,6006.976021238379
HD 201252,21 07 12.2617,+36 57 00.568,14,14,0.0191,0.0222,90,A,O,2020yCat.1350....0G,1.391,8.18,8.16,Star,0,0.7189072609633357,13.896635649960231,0.00021744315458389665,-0.019999999999999574,10381.766605259425
BD+36  4420,21 07 44.9066,+36 48 04.095,14,14,0.0079,0.0099,90,A,O,2020yCat.1350....0G,1.7862,9.68,10.56,Star,0,0.5598477214197738,15.939650425151843,3.3123775304545215e-05,0.8800000000000008,5050.644696163038
BD+36  4422,21 08 02.3583,+36 54 49.159,14,14,0.0084,0.0104,90,A,O,2020yCat.1350....0G,5.3496,9.12,9.48,Star,0,0.18692986391505909,17.76160655095922,6.185251732710913e-06,0.3600000000000012,7100.667766194706
BD+35  4374,21 03 25.5837,+36 28 11.215,14,14,0.0124,0.0146,90,A,O,2020yCat.1350....0G,1.2089,8.83,10.44,Star,0,0.8271982794275787,14.241951887908577,0.0001582046502074894,1.6099999999999994,3635.2204265737973
BD+35  4379,21 03 41.5386,+36 16 30.986,14,14,0.0096,0.0113,90,A,O,2020yCat.1350....0G,1.3772,9.65,9.79,Star,0,0.7261109497531223,15.34498507016318,5.728039074939845e-05,0.1399999999999988,8658.472979339133
BD+35  4380,21 03 54.7888,+36 22 09.621,14,14,0.011,0.0132,90,A,O,2020yCat.1350....0G,1.4256,8.94,10.55,Star,0,0.7014590347923682,14.709988433463998,0.00010280272498206397,1.6100000000000012,3635.2204265737946
BD+35  4387,21 04 43.8196,+36 18 43.307,14,14,0.0072,0.0092,90,A,O,2020yCat.1350....0G,1.6671,9.38,10.46,Star,0,0.5998440405494572,15.489808257525208,5.0127575178314085e-05,1.08,4558.520175773521
BD+35  4392,21 05 37.3647,+36 21 04.459,14,14,0.0076,0.0085,90,A,O,2020yCat.1350....0G,0.9795,9.81,11.06,Star,0,1.0209290454313424,14.765022201653776,9.772172381455146e-05,1.25,4212.905144216474
HD 201050,21 06 05.4480,+36 25 23.951,14,14,0.0177,0.0188,90,A,O,2020yCat.1350....0G,1.9317,9.37,9.33,Star,0,0.5176787285810426,15.799698399058933,3.76808456083293e-05,-0.03999999999999915,10653.26991252916
HD 201193,21 06 55.9873,+36 15 16.915,14,14,0.0142,0.0183,90,A,O,2020yCat.1350....0G,8.8692,7.9,8.41,SB*,0,0.11274974067559645,17.639422241630808,6.921992164474513e-06,0.5099999999999998,6343.880598874681
BD+35  4409,21 08 26.1497,+36 14 40.378,14,14,0.0099,0.012,90,A,O,2020yCat.1350....0G,1.8805,9.77,9.97,SB*,0,0.5317734645041212,16.14136668879209,2.7507639525373172e-05,0.20000000000000107,8163.0066229362665
BD+35  4417,21 09 26.1172,+36 32 18.100,14,14,0.0098,0.0115,90,A,O,2020yCat.1350....0G,4.7072,9.96,10.59,Star,0,0.2124405166553365,18.32381325523718,3.6853157049426247e-06,0.629999999999999,5852.509413999558
BD+35  4418,21 09 33.7130,+36 31 21.928,14,14,0.009,0.0109,90,A,O,2020yCat.1350....0G,1.4972,9.12,10.32,Star,0,0.6679134384183809,14.99639909221192,7.896604065755863e-05,1.200000000000001,4308.727009145037
HD 201703,21 10 10.7337,+36 27 46.485,14,14,0.0108,0.0125,90,A,O,2020yCat.1350....0G,3.0606,8.23,9.19,Star,0,0.32673332026400054,15.659032869574153,4.289304243620179e-05,0.9599999999999991,4840.875441774594
BD+35  4347,21 00 07.4683,+35 48 45.201,14,14,0.0266,0.0306,90,A,O,2020yCat.1350....0G,2.194,9.4,9.36,Star,0,0.45578851412944393,16.106183116193463,2.841363213994262e-05,-0.040000000000000924,10653.269912529186
HD 200253,21 01 12.8647,+36 01 33.642,14,14,0.019,0.022,90,A,O,2020yCat.1350....0G,5.387,5.997,7.0,Star,0,0.18563207722294414,14.653734877729775,0.00010826947949313694,1.0030000000000001,4735.546810804916
BD+35  4358,21 01 16.7367,+36 02 28.061,14,14,0.013,0.0163,90,A,O,2020yCat.1350....0G,0.9063,8.69,10.21,Star,0,1.1033873993158998,13.476359899964713,0.0003202255940727467,1.5200000000000014,3763.6701294642335
BD+35  4361,21 01 28.4122,+36 10 31.774,14,14,0.0154,0.0186,90,A,O,2020yCat.1350....0G,0.9993,8.7,10.38,Star,0,1.0007004903432404,13.698479437054196,0.00026098059995933857,1.6800000000000015,3541.4260711714346
BD+35  4368,21 02 41.1780,+36 02 25.745,14,14,0.0195,0.0239,90,A,O,2020yCat.1350....0G,1.8691,9.15,9.74,SB*,0,0.5350168530308704,15.508162687435615,4.928728833779694e-05,0.5899999999999999,6006.976021238379
BD+35  4371,21 02 55.1037,+35 38 21.329,14,14,0.0067,0.0081,90,A,O,2020yCat.1350....0G,1.4941,9.9,10.93,Star,0,0.6692992436918547,15.771898328744935,3.865811454003937e-05,1.0299999999999994,4671.8446178258255
BD+35  4376,21 03 37.0099,+35 43 19.144,14,14,0.0096,0.0115,90,A,O,2020yCat.1350....0G,1.0476,8.92,10.31,Star,0,0.9545628102329132,14.020977448765972,0.00019391393550015744,1.3900000000000006,3966.82868890302
BD+35  4382,21 04 13.3485,+35 46 22.307,14,14,0.0088,0.0102,90,A,O,2020yCat.1350....0G,3.1746,8.83,10.01,HighPM*,0,0.315000315000315,16.338445059578504,2.294150876351189e-05,1.1799999999999997,4348.347922793504
HD 200755,21 04 19.1719,+36 08 57.333,14,14,0.0123,0.015,90,A,O,2020yCat.1350....0G,1.9971,9.11,9.08,Star,0,0.5007260527765259,15.611999058356666,4.479199197285948e-05,-0.02999999999999936,10515.56178144885
BD+36  4356,20 59 25.0034,+36 37 28.466,14,14,0.0677,0.0743,90,A,O,2020yCat.1350....0G,0.5965,9.84,11.21,Star,0,1.6764459346186085,13.718052240031803,0.0002563179989884865,1.370000000000001,4000.1320989496994
BD+35  4369,21 02 52.1797,+35 53 27.799,8,8,0.935,0.194,0,A,O,2016A&A...595A...2G,0.42,9.834,10.88,Star,0,2.380952380952381,12.950246451989502,0.0005198779756887375,1.0460000000000012,4634.940057708896
BD+35  4375,21 03 29.7877,+35 51 13.399,14,14,0.008,0.0103,90,A,O,2020yCat.1350....0G,2.1455,9.2,10.14,Star,0,0.46609182008855743,15.857642594343453,3.572259190749966e-05,0.9400000000000013,4891.572509518786
BD+37  4115,20 56 58.1951,+37 33 47.057,14,14,0.008,0.0094,90,A,O,2020yCat.1350....0G,1.9766,9.13,9.53,PulsV*,0,0.5059192552868562,15.60959395514446,4.489132436274015e-05,0.3999999999999986,6880.241818651681
HD 199495,20 56 20.6325,+37 28 06.514,14,14,0.028,0.0308,90,A,O,2020yCat.1350....0G,3.1726,8.8,9.21,SB*,0,0.3151988904999054,16.30707659948184,2.3613989196231477e-05,0.41000000000000014,6827.435710804811
BD+36  4260,20 49 17.0795,+36 34 00.619,14,14,0.023,0.029,90,A,O,2020yCat.1350....0G,2.5239,9.36,10.78,SB*,0,0.39621221126035105,16.370360718176364,2.2276949109476173e-05,1.42,3917.9429398899183
HD 198663,20 50 39.5568,+36 32 41.196,14,14,0.0181,0.0236,90,A,O,2020yCat.1350....0G,2.5781,8.84,8.81,Star,0,0.3878825491641131,15.896498794345849,3.446676176072195e-05,-0.02999999999999936,10515.56178144885
BD+36  4275,20 50 50.8073,+36 41 01.020,14,14,0.0082,0.0106,90,A,O,2020yCat.1350....0G,7.4197,9.07,9.7,HighPM*,0,0.1347763386659838,18.42193172923981,3.3668774452533862e-06,0.629999999999999,5852.509413999558
BD+36  4285,20 51 45.8906,+36 34 02.052,14,14,0.0083,0.0102,90,A,O,2020yCat.1350....0G,1.8055,9.26,10.28,Star,0,0.5538631957906397,15.542987463814226,4.773149250961995e-05,1.0199999999999996,4695.226277390441
BD+35  4309,20 53 26.6740,+36 06 51.394,14,14,0.0092,0.0118,90,A,O,2020yCat.1350....0G,1.3837,8.99,10.12,Star,0,0.7227000072270001,14.695209704695246,0.00010421161302650656,1.129999999999999,4450.829467005809
HD 199082,20 53 37.6469,+36 05 25.931,14,14,0.01,0.0122,90,A,O,2020yCat.1350....0G,1.5925,8.98,9.19,Star,0,0.6279434850863422,14.990397205036942,7.94037691341581e-05,0.20999999999999908,8086.413600896851
HD 199100,20 53 41.7356,+36 07 48.067,14,14,0.05,0.0646,90,A,O,2020yCat.1350....0G,17.8214,7.79,8.51,HighPM*,0,0.05611231440852009,19.04470909008457,1.8972141887658703e-06,0.7199999999999998,5534.19669646673
BD+35  4321,20 55 29.9871,+35 53 24.160,14,14,0.0088,0.0102,90,A,O,2020yCat.1350....0G,1.6874,9.31,10.37,Star,0,0.592627711271779,15.446090223855936,5.218718968743099e-05,1.0599999999999987,4603.148560514081
BD+35  4326,20 56 01.8417,+35 46 05.353,14,14,0.1158,0.1569,90,A,O,2020yCat.1350....0G,1.2073,9.94,9.89,**,0,0.8282945415389712,15.349076003161398,5.706497071599553e-05,-0.049999999999998934,10795.073920682187
HD 199548,20 56 46.1835,+35 46 28.448,14,14,0.0111,0.0125,90,A,O,2020yCat.1350....0G,3.4791,8.95,9.07,Star,0,0.2874306573539134,16.657334559409165,1.7102759009471624e-05,0.120000000000001,8838.793893284937
HD 199874,20 58 49.1675,+35 30 25.964,14,14,0.0098,0.013,90,A,O,2020yCat.1350....0G,11.2201,8.59,9.08,EmLine*,0,0.08912576536751009,18.839983638101003,2.2909021760962e-06,0.4900000000000002,6434.592641259214
BD+34  4226,20 59 11.1570,+35 33 25.918,14,14,0.0083,0.01,90,A,O,2020yCat.1350....0G,2.1407,9.11,10.14,Star,0,0.46713691783061617,15.762779045314979,3.898417804732464e-05,1.0300000000000011,4671.844617825821
HD 199970,20 59 22.4225,+35 28 28.576,14,14,0.0124,0.0151,90,A,O,2020yCat.1350....0G,2.1172,8.91,8.88,ChemPec*,0,0.47232193463064426,15.538809426596153,4.791552261477361e-05,-0.02999999999999936,10515.56178144885
BD+34  4230,20 59 37.9145,+35 28 33.446,14,14,0.008,0.0102,90,A,O,2020yCat.1350....0G,1.6832,9.81,10.22,Star,0,0.594106463878327,15.940678612368226,3.309242208896166e-05,0.41000000000000014,6827.435710804811
BD+34  4237,21 00 32.0500,+35 20 50.895,14,14,0.0102,0.0125,90,A,O,2020yCat.1350....0G,2.5647,9.57,9.77,Star,0,0.38990915116777786,16.61518285900454,1.777979938565103e-05,0.1999999999999993,8163.006622936279
BD+34  4238,21 00 46.7066,+35 22 14.471,14,14,0.0093,0.0106,90,A,O,2020yCat.1350....0G,2.9208,8.67,9.71,Star,0,0.3423719528896193,15.997509099708354,3.140482372939958e-05,1.040000000000001,4648.707065457258
BD+36  4329,20 56 29.0355,+36 56 16.648,14,14,0.011,0.0129,90,A,O,2020yCat.1350....0G,0.9973,9.88,9.97,Star,0,1.002707309736288,14.874129095201432,8.837885320857471e-05,0.08999999999999986,9125.458485299803
BD+35  4348,21 00 04.7317,+36 27 00.315,14,14,0.0093,0.0116,90,A,O,2020yCat.1350....0G,1.7454,9.65,9.82,Star,0,0.5729345708720064,15.859474858153515,3.566235810996876e-05,0.16999999999999993,8402.695283320794
BD+34  4224,20 59 03.2159,+35 26 26.468,14,14,0.0091,0.0106,90,A,O,2020yCat.1350....0G,4.0409,9.85,10.19,Star,0,0.24746962310376402,17.882390515532272,5.534059112573251e-06,0.33999999999999986,7216.7629742546505
TYC 2699-1721-1,20 49 59.0608,+36 24 48.787,14,14,0.0099,0.0109,90,A,O,2020yCat.1350....0G,6.4189,9.7,10.14,Star,0,0.15578993285453893,18.737303049330812,2.518133671422901e-06,0.4400000000000013,6674.161523966179
TYC 2700-82-1,20 54 40.0871,+36 57 09.308,14,14,0.0102,0.012,90,A,O,2020yCat.1350....0G,1.1969,9.77,9.96,Star,0,0.8354916868577157,15.160289334895934,6.790226575984434e-05,0.19000000000000128,8241.214577063683
TYC 2700-170-1,20 53 49.0853,+37 05 16.151,14,14,0.0102,0.0116,90,A,O,2020yCat.1350....0G,3.7428,9.89,10.28,Star,0,0.2671796515977343,17.755983104023844,6.217370645473365e-06,0.3899999999999988,6933.9434519686065
TYC 2700-586-1,20 58 08.5835,+36 50 35.102,14,14,0.0078,0.0092,90,A,O,2020yCat.1350....0G,1.4172,9.9,10.89,Star,0,0.7056167090036692,15.657155718305699,4.296726522834431e-05,0.9900000000000002,4766.876781934012
TYC 2700-977-1,20 56 08.9401,+36 03 31.741,14,14,0.0091,0.0109,90,A,O,2020yCat.1350....0G,2.0392,9.21,10.14,Star,0,0.49038838760298153,15.757299112306056,3.918143656208945e-05,0.9299999999999997,4917.344678847714
TYC 2700-1626-1,20 57 17.3448,+37 17 58.717,14,14,0.0082,0.0091,90,A,O,2020yCat.1350....0G,0.9049,9.96,11.47,Star,0,1.105094485578517,14.743002941065885,9.972380103978417e-05,1.5099999999999998,3778.5271011150085
TYC 2700-2671-1,20 52 41.2671,+36 10 08.080,14,14,0.0092,0.0115,90,A,O,2020yCat.1350....0G,2.2609,9.73,9.93,Star,0,0.4423017382458313,16.501406769248643,1.9744097741666553e-05,0.1999999999999993,8163.006622936279
BD+35  4340,20 58 08.9347,+36 18 11.793,14,14,0.0274,0.0349,90,A,O,2020yCat.1350....0G,1.1737,9.94,10.28,Star,0,0.8520064752492119,15.287785522913474,6.037898260689955e-05,0.33999999999999986,7216.7629742546505
TYC 2700-3181-1,20 53 16.9890,+36 38 24.319,14,14,0.0073,0.0095,90,A,O,2020yCat.1350....0G,0.9296,9.74,10.73,Star,0,1.0757314974182444,14.581480575231279,0.00011571982545376974,0.9900000000000002,4766.876781934012
TYC 2700-3516-1,20 54 37.2016,+36 36 48.992,14,14,0.0077,0.0096,90,A,O,2020yCat.1350....0G,1.318,9.82,11.16,Star,0,0.7587253414264036,15.419577051289956,5.347726395927619e-05,1.3399999999999999,4051.1958368313794
TYC 2700-3798-1,20 53 31.7289,+36 44 36.556,14,14,0.007,0.0092,90,A,O,2020yCat.1350....0G,1.6418,9.79,10.77,Star,0,0.6090875867949811,15.86660125664965,3.542904919155165e-05,0.9800000000000004,4791.276225065089
TYC 2700-3850-1,20 59 53.4840,+36 46 58.056,14,14,0.0085,0.0105,90,A,O,2020yCat.1350....0G,4.1102,9.72,10.21,Star,0,0.24329716315507763,17.78931477456659,6.029399910655431e-06,0.4900000000000002,6434.592641259214
TYC 2700-3913-1,20 55 24.0023,+36 40 17.863,14,14,0.0088,0.011,90,A,O,2020yCat.1350....0G,6.0367,9.97,10.5,Star,0,0.16565341991485416,18.873997968399447,2.220244549803419e-06,0.5299999999999994,6255.884888072973
TYC 2713-607-1,21 03 01.0078,+37 13 20.202,14,14,0.0079,0.0103,90,A,O,2020yCat.1350....0G,19.6869,9.83,10.78,Star,0,0.050795198837805845,21.30088667645316,2.37490001053369e-07,0.9499999999999993,4866.084384156676
TYC 2713-746-1,21 00 43.6938,+36 07 20.979,14,14,0.0085,0.0099,90,A,O,2020yCat.1350....0G,1.6538,9.75,10.9,Star,0,0.6046680372475511,15.842414937968224,3.6227137946576576e-05,1.1500000000000004,4409.234032365268
TYC 2713-1326-1,21 01 27.8793,+35 58 37.555,14,14,0.0228,0.0276,90,A,O,2020yCat.1350....0G,1.3176,9.29,10.37,Star,0,0.7589556769884638,14.88891793080849,8.718320446041338e-05,1.08,4558.520175773521
TYC 2713-1442-1,21 07 44.3159,+36 11 43.764,14,14,0.0083,0.0107,90,A,O,2020yCat.1350....0G,1.543,9.47,10.71,Star,0,0.6480881399870383,15.411829630315742,5.3860223082439155e-05,1.2400000000000002,4231.711066537304
BD+35  4370,21 02 53.3949,+35 46 50.757,14,14,0.0176,0.022,90,A,O,2020yCat.1350....0G,7.6401,9.96,10.65,HighPM*,0,0.1308883391578644,19.375495215106177,1.3989491024033275e-06,0.6899999999999995,5636.1130224133285
TYC 2713-2224-1,21 01 19.4588,+36 53 29.603,14,14,0.0106,0.0123,90,A,O,2020yCat.1350....0G,2.3211,9.92,10.16,Star,0,0.4308302098143122,16.748469257886313,1.5725783662687073e-05,0.2400000000000002,7865.8155042439885
TYC 2713-2387-1,21 02 36.2581,+36 25 42.118,14,14,0.0082,0.0095,90,A,O,2020yCat.1350....0G,4.3675,9.95,10.36,Star,0,0.2289639381797367,18.151164568274844,4.32050162375276e-06,0.41000000000000014,6827.435710804811
TYC 2713-2414-1,21 08 26.1736,+36 47 59.364,14,14,0.0075,0.0088,90,A,O,2020yCat.1350....0G,1.9783,9.87,10.87,Star,0,0.5054845068998636,16.351460754974305,2.266813017683158e-05,1.0,4742.7381778526815
TYC 2713-2663-1,21 00 59.4803,+37 03 03.391,14,14,0.0073,0.0087,90,A,O,2020yCat.1350....0G,0.9836,9.81,11.11,Star,0,1.01667344448963,14.774092600333397,9.690874288368698e-05,1.299999999999999,4121.437437632343
TYC 2713-2695-1,21 03 38.0758,+37 03 23.326,14,14,0.0076,0.0094,90,A,O,2020yCat.1350....0G,1.6363,9.91,10.88,Star,0,0.611134877467457,15.979314651934097,3.193553081985466e-05,0.9700000000000006,4815.940934665448
TYC 2713-2773-1,21 05 00.0114,+36 43 55.778,14,14,0.0086,0.0104,90,A,O,2020yCat.1350....0G,2.1918,9.24,10.18,Star,0,0.4562460078474313,15.944004612977803,3.2991203208547906e-05,0.9399999999999995,4891.572509518792
TYC 2713-2814-1,21 05 32.5520,+37 03 04.486,14,14,0.01,0.012,90,A,O,2020yCat.1350....0G,8.1799,9.78,10.29,Star,0,0.12225088326263157,19.343739972076875,1.4404693144438233e-06,0.5099999999999998,6343.880598874681
TYC 3168-725-1,21 02 56.3686,+37 31 24.296,14,14,0.0097,0.0118,90,A,O,2020yCat.1350....0G,3.2162,9.72,10.07,SB*,0,0.3109259374417014,17.256715237999693,9.847225987213811e-06,0.34999999999999964,7158.202448228722
*  61 Cyg B,21 06 55.2638,+38 44 31.358,14,14,0.019,0.0232,90,A,O,2020yCat.1350....0G,286.0054,6.03,7.4,Eruptive*,0,0.0034964374798517788,23.31187116508687,3.726074499428242e-08,1.37,4000.132098949701
