MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,PLX_VALUE,FLUX_V,FLUX_B,OTYPE,SCRIPT_NUMBER_ID
BD+48  3446,21 37 38.3840,+49 32 50.851,14,14,0.0107,0.0107,90,A,O,2020yCat.1350....0G,3.3804,9.42,10.45,Star,0
BD+48  3449,21 38 03.1969,+48 43 38.686,14,14,0.0125,0.0123,90,A,O,2020yCat.1350....0G,0.9728,9.72,9.91,Star,0
HD 206111,21 38 29.0148,+48 42 48.937,14,14,0.0129,0.0132,90,A,O,2020yCat.1350....0G,2.2201,7.47,9.01,Star,0
HD 206110,21 38 26.4713,+49 26 13.319,14,14,0.0167,0.0181,90,A,O,2020yCat.1350....0G,3.1074,8.66,8.64,Star,0
BD+48  3456,21 39 49.9131,+49 08 12.530,14,14,0.0179,0.0178,90,A,O,2020yCat.1350....0G,1.2425,9.38,10.87,Star,0
HD 206312,21 39 55.5803,+49 07 58.029,14,14,0.013,0.0126,90,A,O,2020yCat.1350....0G,2.0141,7.12,8.35,Star,0
BD+48  3458,21 39 55.2827,+49 14 56.529,14,14,0.0181,0.0187,90,A,O,2020yCat.1350....0G,0.8116,9.06,9.18,Star,0
BD+48  3461,21 40 30.1499,+49 28 13.501,14,14,0.0129,0.0139,90,A,O,2020yCat.1350....0G,2.1967,9.49,9.56,Star,0
BD+48  3464,21 40 56.6052,+49 11 57.795,14,14,0.0973,0.104,90,A,O,2020yCat.1350....0G,5.3908,8.71,8.97,HighPM*,0
BD+48  3467,21 41 24.0458,+49 21 06.443,14,14,0.0099,0.0109,90,A,O,2020yCat.1350....0G,15.8652,9.16,9.91,Star,0
BD+48  3470,21 41 43.4331,+49 11 56.409,14,14,0.0207,0.021,90,A,O,2020yCat.1350....0G,0.4545,8.65,10.45,Star,0
HD 206601,21 41 45.8572,+49 17 57.080,14,14,0.0206,0.0221,90,A,O,2020yCat.1350....0G,4.4472,7.75,8.86,HighPM*,0
BD+48  3473,21 42 09.7994,+49 12 54.131,14,14,0.0093,0.0104,90,A,O,2020yCat.1350....0G,5.2737,9.96,10.33,HighPM*,0
BD+48  3475,21 42 14.5175,+49 37 02.341,14,14,0.0138,0.0144,90,A,O,2020yCat.1350....0G,2.0472,8.8,9.79,Star,0
HD 206731,21 42 38.8099,+49 36 00.889,14,14,0.0246,0.0287,90,A,O,2020yCat.1350....0G,3.3973,6.089,7.084,Star,0
HD 206824,21 43 15.0269,+49 38 26.242,14,14,0.0137,0.0146,90,A,O,2020yCat.1350....0G,2.6419,8.0,8.9,Star,0
BD+48  3482,21 43 22.1791,+49 17 31.594,14,14,0.0215,0.0215,90,A,O,2020yCat.1350....0G,1.6093,9.97,10.07,Star,0
BD+48  3484,21 43 34.9763,+49 16 28.594,14,14,0.0171,0.0171,90,A,O,2020yCat.1350....0G,3.0468,9.55,10.02,Star,0
HD 206887,21 43 37.1664,+48 53 01.548,14,14,0.021,0.0224,90,A,O,2020yCat.1350....0G,1.3176,8.06,8.6,SB*,0
BD+48  3487,21 44 10.9556,+48 57 16.214,14,14,0.0124,0.0139,90,A,O,2020yCat.1350....0G,3.2251,9.7,9.83,Star,0
HD 206954,21 44 17.1522,+49 16 08.549,14,14,0.025,0.025,90,A,O,2020yCat.1350....0G,3.3015,7.54,7.45,Star,0
HD 207020,21 44 45.0915,+49 30 46.343,14,14,0.014,0.016,90,A,O,2020yCat.1350....0G,2.9701,8.63,8.66,Star,0
BD+48  3492,21 44 46.0637,+49 31 13.543,14,14,0.0115,0.0134,90,A,O,2020yCat.1350....0G,2.2466,8.99,9.18,Star,0
BD+48  3493,21 44 49.0348,+49 19 51.361,14,14,0.0121,0.0116,90,A,O,2020yCat.1350....0G,5.4996,8.69,9.06,Star,0
HD 207111,21 45 20.3874,+49 28 52.524,14,14,0.0135,0.0142,90,A,O,2020yCat.1350....0G,5.9175,8.51,8.88,Star,0
HD 207296,21 46 27.2569,+49 13 15.938,14,14,0.0197,0.0198,90,A,O,2020yCat.1350....0G,3.0368,8.55,8.79,Star,0
BD+48  3502,21 46 32.1362,+48 59 25.232,14,14,0.0154,0.015,90,A,O,2020yCat.1350....0G,3.4991,8.45,9.6,Star,0
BD+48  3503,21 46 45.7638,+48 53 23.643,14,14,0.4675,0.4809,90,A,O,2020yCat.1350....0G,1.5988,9.06,10.57,Star,0
BD+47  3473,21 34 01.2512,+48 37 49.868,14,14,0.0152,0.0151,90,A,O,2020yCat.1350....0G,0.8247,8.96,10.52,Variable*,0
BD+47  3480,21 35 13.3384,+48 26 14.171,14,14,0.0124,0.014,90,A,O,2020yCat.1350....0G,3.4126,9.53,9.71,Star,0
HD 205665,21 35 29.1434,+48 29 37.284,14,14,0.0652,0.0705,90,A,O,2020yCat.1350....0G,2.9115,8.68,8.72,Star,0
HD 205796,21 36 17.9353,+48 38 29.086,14,14,0.0353,0.0354,90,A,O,2020yCat.1350....0G,2.4272,8.62,8.6,Star,0
BD+47  3500,21 37 16.6700,+48 25 22.121,14,14,0.0123,0.0124,90,A,O,2020yCat.1350....0G,1.7209,8.91,10.57,Star,0
V* V2169 Cyg,21 37 59.3723,+48 29 13.816,14,14,0.0164,0.0198,90,A,O,2020yCat.1350....0G,1.1118,7.62,7.66,EclBin,0
BD+47  3512,21 38 27.9380,+48 22 11.585,14,14,0.0092,0.01,90,A,O,2020yCat.1350....0G,1.8745,9.9,10.96,Star,0
BD+47  3520,21 39 59.3071,+48 26 47.793,14,14,0.0148,0.0144,90,A,O,2020yCat.1350....0G,2.2166,9.54,9.76,Star,0
BD+47  3523,21 41 16.3841,+48 20 03.142,14,14,0.0129,0.0149,90,A,O,2020yCat.1350....0G,3.1409,8.25,9.47,HighPM*,0
BD+47  3524,21 41 28.6207,+48 16 32.792,14,14,0.0098,0.0109,90,A,O,2020yCat.1350....0G,10.7935,9.99,10.76,Star,0
HD 207297,21 46 32.2886,+48 37 30.124,14,14,0.022,0.0229,90,A,O,2020yCat.1350....0G,2.1225,8.26,8.19,Star,0
V* DL Cyg,21 39 46.4702,+48 32 23.888,14,14,0.0112,0.0111,90,A,O,2020yCat.1350....0G,0.3863,9.66,9.87,EclBin,0
BD+48  3416,21 32 51.7404,+49 01 29.734,14,14,0.0188,0.0179,90,A,O,2020yCat.1350....0G,1.1988,9.92,10.16,EmLine*,0
BD+48  3515,21 49 10.7088,+48 47 05.748,14,14,0.0199,0.0226,90,A,O,2020yCat.1350....0G,1.3801,9.21,10.6,Star,0
BD+47  3553,21 47 06.3003,+48 31 34.369,14,14,0.0104,0.0112,90,A,O,2020yCat.1350....0G,1.2569,9.86,10.13,Star,0
BD+47  3501,21 37 37.8620,+48 06 55.687,14,14,0.0138,0.0152,90,A,O,2020yCat.1350....0G,0.3978,9.43,9.54,Star,0
BD+47  3536,21 43 19.0399,+48 12 03.647,14,14,0.0157,0.0143,90,A,O,2020yCat.1350....0G,2.3569,9.42,9.82,PulsV*,0
IRAS 21333+4948,21 35 05.2393,+50 02 22.810,14,14,0.0111,0.0125,90,A,O,2020yCat.1350....0G,0.9372,9.61,11.52,Star,0
TYC 3595-1293-1,21 41 57.4311,+48 19 55.186,14,14,0.0138,0.0161,90,A,O,2020yCat.1350....0G,0.9,9.93,12.07,Star,0
BD+48  3413,21 32 28.1587,+49 22 37.245,14,14,0.0394,0.0434,90,A,O,2020yCat.1350....0G,2.5314,9.96,10.04,Star,0
Cl* NGC 7092   PLAT    5457,21 33 36.2391,+48 58 57.624,14,14,0.045,0.0472,90,A,O,2020yCat.1350....0G,1.7127,9.8,11.1,Star,0
BD+48  3429,21 35 07.7055,+49 12 54.997,14,14,0.0117,0.0122,90,A,O,2020yCat.1350....0G,3.4645,9.99,10.27,Star,0
Cl* NGC 7092   PLAT    6920,21 35 26.5649,+49 11 58.374,14,14,0.01,0.0102,90,A,O,2020yCat.1350....0G,0.7825,9.94,11.31,Star,0
BD+47  3488,21 36 02.389,+48 14 47.09,7,7,60.0,60.0,90,C,I,2003yCat.2246....0C,,9.76,9.98,Star,0
BD+47  3498,21 37 09.3349,+48 33 25.724,14,14,0.0116,0.0132,90,A,O,2020yCat.1350....0G,3.4743,9.71,9.94,Star,0
BD+47  3499,21 37 13.4925,+48 20 30.998,14,14,0.1421,0.1396,90,A,O,2020yCat.1350....0G,1.6143,9.75,10.95,Star,0
BD+47  3509,21 38 25.0996,+47 45 07.028,14,14,0.013,0.0134,90,A,O,2020yCat.1350....0G,0.7827,8.28,9.76,Star,0
V* V2159 Cyg,21 26 28.3760,+49 16 48.853,14,14,0.0276,0.0292,90,A,O,2020yCat.1350....0G,2.4135,7.95,7.85,alf2CVnV*,0
BD+48  3395,21 29 02.2766,+49 20 49.391,14,14,0.0111,0.0121,90,A,O,2020yCat.1350....0G,0.7082,9.66,9.94,Star,0
V* V1726 Cyg,21 29 38.9418,+48 58 08.707,14,14,0.011,0.011,90,A,O,2020yCat.1350....0G,0.3762,8.91,9.76,ClassicalCep,0
BD+48  3401,21 30 07.5720,+48 49 54.452,14,14,0.0104,0.0106,90,A,O,2020yCat.1350....0G,0.3699,9.58,10.21,Star,0
BD+48  3405,21 31 32.4833,+48 38 31.105,14,14,0.0109,0.0115,90,A,O,2020yCat.1350....0G,3.2318,9.91,10.12,Star,0
HD 205198,21 32 14.6572,+48 38 22.205,14,14,0.0212,0.0219,90,A,O,2020yCat.1350....0G,3.291,8.26,8.31,Star,0
HD 205116,21 31 42.3843,+48 35 04.624,14,14,0.0226,0.024,90,A,O,2020yCat.1350....0G,3.3241,6.827,6.792,SB*,0
BD+47  3452,21 31 49.5776,+48 28 54.579,14,14,0.0117,0.0131,90,A,O,2020yCat.1350....0G,3.3626,9.3,9.36,SB*,0
HD 205172,21 32 04.5752,+48 34 01.639,14,14,0.0711,0.0743,90,A,O,2020yCat.1350....0G,3.7312,8.09,8.1,Star,0
HD 205210,21 32 17.0711,+48 26 37.811,14,14,0.1126,0.1087,90,A,O,2020yCat.1350....0G,3.0561,6.572,6.557,Star,0
BD+47  3458,21 32 18.4932,+48 20 32.211,14,14,0.0156,0.0161,90,A,O,2020yCat.1350....0G,3.3815,8.67,8.72,Star,0
BD+47  3462,21 32 43.1552,+48 28 59.401,14,14,0.0121,0.0125,90,A,O,2020yCat.1350....0G,3.3804,9.02,9.12,Star,0
BD+47  3465,21 33 01.0879,+48 14 05.793,14,14,0.0202,0.0214,90,A,O,2020yCat.1350....0G,3.4238,9.75,9.92,Star,0
HD 205331,21 33 10.1106,+48 18 12.264,14,14,0.0244,0.027,90,A,O,2020yCat.1350....0G,3.3251,6.83,6.82,Star,0
BD+47  3477,21 34 22.9369,+48 13 35.870,14,14,0.0098,0.0105,90,A,O,2020yCat.1350....0G,2.0887,9.25,10.33,Star,0
BD+47  3483,21 35 38.2173,+47 55 10.090,14,14,0.0133,0.0137,90,A,O,2020yCat.1350....0G,1.614,9.07,9.31,Star,0
BD+47  3485,21 35 47.6580,+48 06 29.690,14,14,0.0108,0.011,90,A,O,2020yCat.1350....0G,3.3629,9.41,9.56,Star,0
BD+47  3487,21 35 51.6557,+47 54 42.736,14,14,0.0124,0.0126,90,A,O,2020yCat.1350....0G,0.3332,9.15,9.75,EmLine*,0
BD+47  3482,21 35 30.9402,+48 10 08.985,14,14,0.0217,0.022,90,A,O,2020yCat.1350....0G,0.8614,9.99,10.32,Star,0
BD+47  3492,21 36 41.1826,+48 04 44.793,14,14,0.0108,0.0115,90,A,O,2020yCat.1350....0G,1.9753,9.76,10.82,Star,0
BD+49  3567,21 36 41.8020,+49 46 27.414,14,14,0.0248,0.0261,90,A,O,2020yCat.1350....0G,1.215,9.7,11.16,LongPeriodV*_Candidate,0
TYC 3595-461-1,21 37 11.7832,+47 42 38.021,14,14,0.01,0.0099,90,A,O,2020yCat.1350....0G,1.3172,9.45,10.74,Star,0
TYC 3595-646-1,21 38 32.0633,+47 55 35.467,14,14,0.0098,0.0095,90,A,O,2020yCat.1350....0G,0.5874,9.88,11.4,Star,0
TYC 3595-2261-1,21 38 29.0928,+47 55 50.213,14,14,0.0153,0.0148,90,A,O,2020yCat.1350....0G,2.4628,9.92,10.51,Star,0
TYC 3598-692-1,21 32 03.2839,+50 01 50.008,14,14,0.0118,0.0111,90,A,O,2020yCat.1350....0G,1.1095,9.91,10.22,Star,0
TYC 3598-1548-1,21 26 28.9153,+49 20 51.549,14,14,0.0125,0.0119,90,A,O,2020yCat.1350....0G,4.4579,9.75,10.33,HighPM*,0
TYC 3599-497-1,21 38 12.2876,+49 22 32.838,14,14,0.0096,0.0098,90,A,O,2020yCat.1350....0G,1.7362,9.94,11.0,Star,0
TYC 3599-1337-1,21 40 07.7673,+50 00 09.270,14,14,0.0136,0.0135,90,A,O,2020yCat.1350....0G,1.0012,9.95,11.32,Star,0
TYC 3599-1455-1,21 42 36.8646,+49 18 51.126,14,14,0.0115,0.0125,90,A,O,2020yCat.1350....0G,4.128,9.98,10.61,Star,0
TYC 3599-2146-1,21 44 53.0957,+49 10 44.202,14,14,0.0124,0.0113,90,A,O,2020yCat.1350....0G,1.3312,9.84,10.08,Star,0
TYC 3599-2409-1,21 34 27.4070,+50 08 09.477,14,14,0.0137,0.0133,90,A,O,2020yCat.1350....0G,2.4606,9.9,10.51,Star,0
TYC 3599-2986-1,21 43 39.7503,+49 44 41.014,14,14,0.0122,0.0129,90,A,O,2020yCat.1350....0G,2.9037,9.96,10.36,Star,0
TYC 3608-687-1,21 45 03.2815,+48 30 21.668,14,14,0.0099,0.0112,90,A,O,2020yCat.1350....0G,0.9492,9.74,11.25,Star,0
TYC 3612-2447-1,21 47 24.2203,+48 58 13.546,14,14,0.0096,0.0096,90,A,O,2020yCat.1350....0G,1.8143,9.67,10.84,Star,0
BD+48  3414,21 32 47.9086,+48 41 12.658,14,14,0.0134,0.0135,90,A,O,2020yCat.1350....0G,2.4594,8.8,10.0,Star,0
BD+48  3394,21 28 26.8585,+49 26 42.297,14,14,0.0132,0.0131,90,A,O,2020yCat.1350....0G,0.7736,8.94,10.88,Variable*,0
HD 205117,21 31 44.6502,+48 29 03.673,14,14,0.0193,0.0217,90,A,O,2020yCat.1350....0G,3.3084,7.65,7.65,SB*,0
BD+47  3484,21 35 46.0477,+47 48 26.938,14,14,0.0107,0.0116,90,A,O,2020yCat.1350....0G,0.9679,9.77,11.88,Star,0
BD+48  3529,21 52 18.9208,+48 53 34.623,14,14,0.0197,0.0201,90,A,O,2020yCat.1350....0G,0.3805,9.59,9.65,Star,0
BD+48  3579,22 01 44.0276,+49 35 17.614,14,14,0.0124,0.0127,90,A,O,2020yCat.1350....0G,12.3001,8.48,9.0,Star,0
HD 206696,21 42 21.0914,+50 51 28.897,14,14,0.0216,0.0226,90,A,O,2020yCat.1350....0G,2.107,7.231,7.176,Star,0
HD 235597,21 43 31.0567,+50 55 47.015,14,14,0.0094,0.0094,90,A,O,2020yCat.1350....0G,1.5185,9.72,10.91,Star,0
HD 235598,21 43 50.4947,+50 55 40.238,14,14,0.0128,0.0129,90,A,O,2020yCat.1350....0G,2.3433,8.45,9.81,Star,0
HD 235601,21 44 27.1087,+51 04 15.237,14,14,0.0127,0.0119,90,A,O,2020yCat.1350....0G,1.7742,8.92,10.23,Star,0
HD 235608,21 46 00.2120,+50 54 38.553,14,14,0.0098,0.0101,90,A,O,2020yCat.1350....0G,7.748,9.39,10.19,HighPM*,0
HD 207232,21 46 02.8278,+50 40 26.943,14,14,0.0242,0.0257,90,A,O,2020yCat.1350....0G,2.599,7.022,6.96,Be*,0
HD 235599,21 43 54.0345,+50 33 44.062,8,8,40.82,33.53,90,C,,1998A&A...335L..65H,,8.91,9.9,**,0
BD+49  3608,21 44 39.0280,+50 24 20.478,14,14,0.0158,0.0149,90,A,O,2020yCat.1350....0G,1.9619,8.38,9.48,Star,0
BD+49  3610,21 44 54.7256,+50 17 32.597,14,14,0.0141,0.0134,90,A,O,2020yCat.1350....0G,2.1301,9.71,9.77,Star,0
BD+49  3615,21 45 52.1636,+50 17 32.936,14,14,0.0111,0.0118,90,A,O,2020yCat.1350....0G,0.5852,9.03,9.3,Be*,0
HD 207855,21 50 32.3029,+50 59 54.651,14,14,0.0162,0.0159,90,A,O,2020yCat.1350....0G,6.5089,7.93,8.26,Star,0
HD 235641,21 50 57.0558,+51 23 30.596,14,14,0.0116,0.0112,90,A,O,2020yCat.1350....0G,0.5205,9.02,9.94,Star,0
HD 235642,21 51 51.4027,+50 53 19.490,14,14,0.0303,0.0316,90,A,O,2020yCat.1350....0G,2.0374,9.73,10.87,SB*,0
HD 208053,21 52 08.2062,+51 25 53.763,14,14,0.0192,0.0193,90,A,O,2020yCat.1350....0G,2.292,8.66,8.69,Star,0
HD 235647,21 53 24.3920,+51 23 46.641,14,14,0.0132,0.0136,90,A,O,2020yCat.1350....0G,3.7362,9.26,9.48,Star,0
HD 235648,21 53 27.1165,+51 30 10.690,14,14,0.0148,0.0151,90,A,O,2020yCat.1350....0G,0.9646,9.08,9.17,Star,0
HD 208525,21 55 24.7464,+51 00 13.369,14,14,0.0149,0.0171,90,A,O,2020yCat.1350....0G,2.9095,9.1,9.15,ChemPec*,0
HD 208617,21 56 01.1716,+51 06 03.964,14,14,0.0127,0.0128,90,A,O,2020yCat.1350....0G,3.9889,9.1,9.29,Star,0
HD 235664,21 56 11.8227,+51 03 04.726,14,14,0.0265,0.0297,90,A,O,2020yCat.1350....0G,4.1776,9.0,10.01,SB*,0
BD+50  3494,21 56 24.2992,+50 51 01.106,14,14,0.0317,0.037,90,A,O,2020yCat.1350....0G,2.4443,9.93,10.17,Star,0
HD 235672,21 57 36.9731,+50 50 43.486,14,14,0.0108,0.0115,90,A,O,2020yCat.1350....0G,12.1802,8.86,9.44,HighPM*,0
BD+49  3629,21 48 43.3053,+50 34 52.357,14,14,0.0866,0.0949,90,A,O,2020yCat.1350....0G,2.818,9.53,9.98,SB*,0
BD+49  3630,21 48 44.3488,+50 28 06.961,14,14,0.0313,0.0312,90,A,O,2020yCat.1350....0G,1.625,9.78,11.38,SB*,0
HD 207661,21 49 14.4848,+50 30 54.305,14,14,0.0245,0.025,90,A,O,2020yCat.1350....0G,2.8473,7.77,7.79,Star,0
SAO  33780,21 49 13.7517,+50 30 43.209,14,14,0.0301,0.0298,90,A,O,2020yCat.1350....0G,2.7876,8.32,8.34,Star,0
BD+49  3641,21 51 06.2333,+50 23 20.694,10,10,22.0,131.0,90,B,O,2012yCat.1322....0Z,,9.787,10.06,**,0
BD+49  3651,21 52 41.0462,+50 24 06.457,14,14,0.0162,0.0171,90,A,O,2020yCat.1350....0G,0.1436,9.65,11.7,LongPeriodV*_Candidate,0
BD+49  3658,21 53 16.4544,+50 27 53.563,14,14,0.0156,0.0156,90,A,O,2020yCat.1350....0G,2.7659,9.76,9.89,Star,0
BD+49  3661,21 54 00.7324,+50 33 33.927,14,14,0.0233,0.0272,90,A,O,2020yCat.1350....0G,3.0729,9.66,9.79,Star,0
BD+49  3662,21 54 08.4022,+50 15 22.556,14,14,0.0131,0.0122,90,A,O,2020yCat.1350....0G,1.9278,9.89,10.15,Star,0
BD+49  3664,21 54 15.8756,+50 39 40.439,14,14,0.0123,0.0154,90,A,O,2020yCat.1350....0G,2.6072,9.63,9.82,Star,0
BD+49  3669,21 55 00.5316,+50 15 07.350,14,14,0.0135,0.0127,90,A,O,2020yCat.1350....0G,0.9606,9.53,9.67,EclBin,0
BD+49  3671,21 55 08.9967,+50 18 44.059,14,14,0.0156,0.0148,90,A,O,2020yCat.1350....0G,0.9221,8.64,10.34,SB*,0
BD+49  3686,21 56 54.8799,+50 15 00.502,14,14,0.013,0.013,90,A,O,2020yCat.1350....0G,10.4553,9.25,9.75,Star,0
BD+49  3687,21 56 54.9189,+50 28 08.174,14,14,0.0136,0.0142,90,A,O,2020yCat.1350....0G,0.8764,9.04,10.79,Star,0
BD+49  3690,21 57 12.9173,+50 19 15.434,14,14,0.0139,0.0144,90,A,O,2020yCat.1350....0G,1.3865,8.91,10.44,Star,0
HD 208785,21 57 17.9063,+50 29 22.131,14,14,0.014,0.0145,90,A,O,2020yCat.1350....0G,0.9945,7.33,8.88,Star,0
BD+49  3696,21 57 25.1290,+50 15 06.868,14,14,0.0117,0.012,90,A,O,2020yCat.1350....0G,2.7832,8.71,9.88,Star,0
BD+49  3697,21 57 29.7959,+50 19 02.273,14,14,0.014,0.0136,90,A,O,2020yCat.1350....0G,1.3381,9.09,9.12,Star,0
HD 208894,21 57 52.9975,+50 33 43.571,14,14,0.0373,0.0423,90,A,O,2020yCat.1350....0G,0.6688,8.62,8.7,Star,0
BD+49  3703,21 58 52.8146,+50 34 04.285,14,14,0.0213,0.0212,90,A,O,2020yCat.1350....0G,0.8051,9.46,9.48,PulsV*,0
BD+49  3705,21 59 02.2653,+50 16 58.122,14,14,0.0104,0.0097,90,A,O,2020yCat.1350....0G,2.0669,9.46,10.49,Star,0
BD+49  3614,21 45 45.3590,+50 06 16.261,14,14,0.0195,0.0199,90,A,O,2020yCat.1350....0G,0.9957,9.9,11.89,Star,0
BD+49  3628,21 48 25.2941,+50 10 43.882,14,14,0.0205,0.0195,90,A,O,2020yCat.1350....0G,0.4646,9.98,10.18,Star,0
HD 207647,21 49 04.3275,+49 40 37.586,14,14,0.0147,0.0153,90,A,O,2020yCat.1350....0G,1.5051,7.02,8.19,SB*,0
BD+49  3635,21 49 59.1233,+49 59 31.578,14,14,0.0139,0.0147,90,A,O,2020yCat.1350....0G,2.1973,8.51,9.51,Star,0
HD 207945,21 51 21.8604,+49 52 57.554,14,14,0.0226,0.0275,90,A,O,2020yCat.1350....0G,2.6161,8.25,9.36,Star,0
BD+49  3645,21 51 31.4977,+49 40 35.155,14,14,0.0141,0.0144,90,A,O,2020yCat.1350....0G,0.7878,8.83,10.23,Star,0
HD 207976,21 51 40.3791,+50 00 19.369,14,14,0.0126,0.0141,90,A,O,2020yCat.1350....0G,1.0812,8.89,9.09,Star,0
HD 208054,21 52 15.0949,+49 48 16.221,14,14,0.022,0.0236,90,A,O,2020yCat.1350....0G,0.5308,8.97,9.8,Star,0
BD+49  3652,21 52 44.2980,+49 45 16.096,14,14,0.0094,0.0101,90,A,O,2020yCat.1350....0G,2.1028,9.29,10.48,Star,0
BD+49  3653,21 52 49.2091,+49 52 05.625,14,14,0.0096,0.0106,90,A,O,2020yCat.1350....0G,10.7457,8.98,9.64,HighPM*,0
BD+49  3663,21 54 18.9551,+50 03 52.085,14,14,0.0139,0.014,90,A,O,2020yCat.1350....0G,1.5972,9.67,9.75,Star,0
HD 208454,21 54 56.2027,+50 10 00.096,14,14,0.0212,0.021,90,A,O,2020yCat.1350....0G,1.5791,8.79,10.4,LongPeriodV*_Candidate,0
BD+49  3668,21 54 56.9522,+49 59 17.676,14,14,0.0091,0.0095,90,A,O,2020yCat.1350....0G,0.5582,9.62,10.87,Star,0
BD+49  3672,21 55 15.2909,+49 59 27.527,14,14,0.0112,0.0112,90,A,O,2020yCat.1350....0G,0.659,9.97,10.08,EclBin,0
BD+49  3674,21 55 18.0225,+50 13 29.484,14,14,0.0107,0.0098,90,A,O,2020yCat.1350....0G,0.5809,9.48,10.73,Star,0
BD+49  3676,21 55 46.3230,+49 51 53.025,14,14,0.0457,0.0507,90,A,O,2020yCat.1350....0G,2.3519,9.67,9.97,Star,0
BD+49  3681,21 56 25.4485,+50 05 53.871,14,14,0.0109,0.0117,90,A,O,2020yCat.1350....0G,3.8353,9.32,10.22,Star,0
BD+49  3682,21 56 31.1820,+49 43 47.153,14,14,0.0104,0.0102,90,A,O,2020yCat.1350....0G,1.3954,9.03,10.46,Star,0
BD+49  3702,21 58 47.3577,+49 44 32.814,14,14,0.0145,0.0164,90,A,O,2020yCat.1350....0G,0.6303,9.92,10.02,Star,0
BD+49  3713,22 00 16.5285,+49 47 45.690,14,14,0.0108,0.0128,90,A,O,2020yCat.1350....0G,1.7843,9.15,10.58,Star,0
HD 207815,21 50 23.0243,+49 18 30.212,14,14,0.012,0.0116,90,A,O,2020yCat.1350....0G,2.0664,7.73,9.25,Star,0
BD+48  3533,21 52 35.5331,+49 36 54.851,14,14,0.011,0.0116,90,A,O,2020yCat.1350....0G,0.8855,9.47,11.12,Star,0
BD+48  3536,21 53 23.4102,+49 20 48.745,14,14,0.0137,0.0128,90,A,O,2020yCat.1350....0G,0.2991,9.44,9.49,Star,0
BD+48  3540,21 54 21.8069,+49 12 24.020,14,14,0.0086,0.0084,90,A,O,2020yCat.1350....0G,5.2041,9.75,10.34,HighPM*,0
BD+48  3544,21 54 42.5389,+49 16 20.757,14,14,0.0183,0.0188,90,A,O,2020yCat.1350....0G,3.3952,8.72,9.1,Star,0
BD+48  3558,21 57 36.5735,+49 37 49.197,8,8,25.0,15.94,90,C,,1998A&A...335L..65H,,9.08,9.48,**,0
BD+49  3586,21 39 41.2996,+50 36 08.029,14,14,0.0085,0.0093,90,A,O,2020yCat.1350....0G,1.3511,9.97,11.03,Star,0
BD+49  3591,21 40 23.0827,+50 31 40.521,14,14,0.0118,0.0123,90,A,O,2020yCat.1350....0G,0.2703,9.75,10.12,**,0
BD+49  3594,21 41 44.0199,+50 26 18.837,14,14,0.0151,0.0151,90,A,O,2020yCat.1350....0G,1.0217,9.35,9.38,Star,0
HD 235592,21 41 50.9657,+50 31 44.699,14,14,0.0086,0.0099,90,A,O,2020yCat.1350....0G,1.896,9.18,10.29,Star,0
HD 206748,21 42 46.0541,+50 10 02.640,14,14,0.0138,0.014,90,A,O,2020yCat.1350....0G,2.1527,7.55,8.61,Star,0
BD+49  3600,21 43 06.3650,+49 58 54.565,14,14,0.0108,0.0104,90,A,O,2020yCat.1350....0G,3.5438,9.57,10.02,Star,0
BD+49  3616,21 46 03.4822,+49 55 49.341,14,14,0.0189,0.0217,90,A,O,2020yCat.1350....0G,0.626,8.99,10.73,LongPeriodV*_Candidate,0
* pi.02 Cyg,21 46 47.6097,+49 18 34.454,14,14,0.1053,0.1042,90,A,O,2020yCat.1350....0G,2.2801,4.18,4.11,SB*,0
BD+48  3511,21 48 30.7510,+49 16 42.195,14,14,0.0119,0.0116,90,A,O,2020yCat.1350....0G,2.4247,9.91,11.2,Star,0
BD+48  3513,21 49 04.3527,+49 14 15.908,14,14,0.0342,0.0333,90,A,O,2020yCat.1350....0G,1.245,9.25,9.58,Star,0
BD+48  3514,21 49 09.3138,+48 58 48.453,14,14,0.0101,0.0101,90,A,O,2020yCat.1350....0G,5.2976,9.55,9.91,Star,0
HD 207730,21 49 46.7919,+48 48 03.658,14,14,0.0223,0.0232,90,A,O,2020yCat.1350....0G,1.9585,8.98,9.08,Star,0
IRAS 21397+5026,21 41 31.6400,+50 40 13.167,14,14,0.031,0.0314,90,A,O,2020yCat.1350....0G,0.8832,9.79,11.78,Star,0
TYC 3599-373-1,21 43 45.1805,+50 20 55.983,14,14,0.0112,0.0115,90,A,O,2020yCat.1350....0G,2.8867,9.97,10.1,Star,0
TYC 3599-1366-1,21 44 33.4840,+50 20 51.733,14,14,0.0667,0.0655,90,A,O,2020yCat.1350....0G,0.9736,9.34,10.58,Star,0
TYC 3599-1524-1,21 44 53.2041,+50 07 18.786,14,14,0.0435,0.0406,90,A,O,2020yCat.1350....0G,0.7397,9.54,9.84,Star,0
TYC 3612-337-1,21 46 54.3894,+49 49 43.328,14,14,0.0111,0.0114,90,A,O,2020yCat.1350....0G,3.6764,9.98,10.66,Star,0
TYC 3612-372-1,21 45 16.9855,+50 28 50.111,14,14,0.0098,0.0094,90,A,O,2020yCat.1350....0G,2.4408,9.55,10.71,Star,0
