MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,PLX_VALUE,FLUX_V,FLUX_B,OTYPE,SCRIPT_NUMBER_ID
BD+37  4133,20 59 42.347,+37 52 28.77,7,7,,,0,D,O,1988A&AS...74..449R,,9.7,9.8,**,0
HD 200207,21 00 53.3791,+37 39 11.189,14,14,0.0137,0.0145,90,A,O,2020yCat.1350....0G,3.4084,8.11,9.09,Star,0
BD+37  4147,21 01 52.6234,+37 41 31.936,14,14,0.0088,0.0097,90,A,O,2020yCat.1350....0G,1.7737,9.92,10.3,Star,0
BD+36  4301,20 53 35.3742,+36 41 49.294,14,14,0.1011,0.1177,90,A,O,2020yCat.1350....0G,10.6926,9.37,9.98,SB*,0
BD+36  4307,20 53 59.7913,+36 53 47.407,14,14,0.0092,0.0107,90,A,O,2020yCat.1350....0G,2.4315,9.06,10.29,Star,0
BD+36  4308,20 54 05.6873,+37 01 17.319,14,14,0.0137,0.0156,90,A,O,2020yCat.1350....0G,0.5353,9.81,9.84,Star,0
BD+36  4310,20 54 18.2325,+36 57 42.829,14,14,0.0091,0.0097,90,A,O,2020yCat.1350....0G,16.3803,9.01,9.71,HighPM*,0
BD+36  4324,20 55 47.6287,+36 37 39.730,14,14,0.0082,0.0101,90,A,O,2020yCat.1350....0G,1.8942,9.37,10.52,Star,0
BD+36  4326,20 56 21.8856,+36 45 47.365,14,14,0.0092,0.0113,90,A,O,2020yCat.1350....0G,1.1885,9.32,10.89,Star,0
BD+36  4330,20 56 42.4844,+37 22 00.215,14,14,0.0091,0.0102,90,A,O,2020yCat.1350....0G,0.7977,9.17,9.35,EmLine*,0
BD+36  4331,20 56 44.6095,+37 08 39.184,14,14,0.009,0.0098,90,A,O,2020yCat.1350....0G,5.3823,9.35,9.97,Star,0
BD+36  4332,20 57 04.4920,+37 01 48.167,14,14,0.0092,0.011,90,A,O,2020yCat.1350....0G,8.9347,9.74,10.39,Star,0
BD+36  4335,20 57 25.9403,+37 09 36.205,14,14,0.0606,0.0768,90,A,O,2020yCat.1350....0G,3.7538,9.18,10.03,HighPM*,0
BD+36  4340,20 57 54.7244,+37 24 04.596,14,14,0.0081,0.0102,90,A,O,2020yCat.1350....0G,2.14,9.62,9.91,Star,0
BD+36  4342,20 58 10.5919,+36 58 34.102,14,14,0.0083,0.0098,90,A,O,2020yCat.1350....0G,1.236,9.1,10.53,Star,0
BD+36  4345,20 58 38.9338,+37 02 41.142,14,14,0.0127,0.0147,90,A,O,2020yCat.1350....0G,1.905,9.25,10.24,Star,0
HD 199873,20 58 41.4743,+36 58 50.277,14,14,0.01,0.0119,90,A,O,2020yCat.1350....0G,2.0625,8.86,9.04,Star,0
HD 199969,20 59 20.9941,+36 44 50.668,14,14,0.0131,0.0146,90,A,O,2020yCat.1350....0G,1.5166,8.28,9.8,LongPeriodV*_Candidate,0
BD+36  4358A,20 59 37.9756,+37 03 25.100,14,14,0.0105,0.0144,90,A,O,2020yCat.1350....0G,0.9856,9.96,10.14,Star,0
HD 200104,21 00 13.5455,+36 57 47.055,14,14,0.009,0.0114,90,A,O,2020yCat.1350....0G,1.0266,7.81,9.44,SB*,0
HD 200208,21 00 55.4615,+37 21 52.337,14,14,0.0124,0.014,90,A,O,2020yCat.1350....0G,3.8977,8.06,8.31,PulsV*,0
BD+36  4368,21 01 01.5767,+37 29 40.652,14,14,0.0155,0.0175,90,A,O,2020yCat.1350....0G,3.2135,9.71,10.1,Star,0
BD+36  4370,21 01 17.6620,+36 56 32.238,14,14,0.0081,0.0096,90,A,O,2020yCat.1350....0G,4.9773,9.27,9.65,PulsV*,0
HD 200371,21 01 58.4529,+36 42 03.791,14,14,0.0111,0.0129,90,A,O,2020yCat.1350....0G,2.7181,8.0,9.14,Star,0
HD 199496,20 56 23.7715,+36 22 38.501,14,14,0.0175,0.0219,90,A,O,2020yCat.1350....0G,4.0819,7.83,7.82,Star,0
BD+35  4333,20 56 38.5273,+36 19 49.735,14,14,0.0118,0.0142,90,A,O,2020yCat.1350....0G,0.4855,9.45,9.42,Star,0
BD+35  4342,20 58 34.1294,+36 16 00.527,14,14,0.0094,0.0113,90,A,O,2020yCat.1350....0G,2.2791,9.42,9.55,Star,0
HD 199987,20 59 23.1498,+36 25 43.852,14,14,0.2246,0.2817,90,A,O,2020yCat.1350....0G,1.9072,8.02,8.09,**,0
BD+35  4359,21 01 26.8184,+36 31 56.729,14,14,0.0075,0.0097,90,A,O,2020yCat.1350....0G,1.5091,9.74,10.85,Star,0
BD+35  4364,21 01 45.2258,+36 29 47.501,14,14,0.0109,0.0125,90,A,O,2020yCat.1350....0G,1.9492,9.53,9.58,Star,0
HD 200466B,21 02 21.5140,+37 39 13.566,14,14,0.0158,0.018,90,A,O,2020yCat.1350....0G,22.2515,8.57,9.338,HighPM*,0
HD 200389,21 02 00.6094,+36 58 10.421,14,14,0.0147,0.0182,90,A,O,2020yCat.1350....0G,1.2684,8.25,8.3,Star,0
HD 200530,21 02 51.0725,+37 09 02.135,14,14,0.0124,0.0151,90,A,O,2020yCat.1350....0G,11.3808,7.79,8.37,HighPM*,0
HD 200597,21 03 11.5781,+36 44 38.870,14,14,0.0155,0.0187,90,A,O,2020yCat.1350....0G,1.6182,8.47,8.46,Star,0
BD+36  4383,21 03 26.0667,+37 08 51.476,14,14,0.0075,0.0099,90,A,O,2020yCat.1350....0G,1.954,9.54,10.62,Star,0
HD 200777,21 04 18.7380,+37 23 35.139,14,14,0.0146,0.017,90,A,O,2020yCat.1350....0G,2.2894,8.33,9.27,SB*,0
BD+36  4390,21 04 40.7785,+37 09 47.249,14,14,0.0104,0.0127,90,A,O,2020yCat.1350....0G,2.0518,8.82,9.74,Star,0
BD+36  4395,21 05 11.4275,+37 07 12.654,14,14,0.1026,0.1204,90,A,O,2020yCat.1350....0G,7.9316,9.56,10.07,SB*,0
BD+36  4402,21 05 34.3933,+36 55 28.894,14,14,0.0105,0.0127,90,A,O,2020yCat.1350....0G,0.3942,8.85,10.54,Star,0
BD+36  4405,21 05 52.1105,+37 13 41.456,14,14,0.0096,0.012,90,A,O,2020yCat.1350....0G,1.9202,9.38,10.43,Star,0
BD+36  4410,21 06 40.0813,+36 41 35.781,14,14,0.1003,0.1156,90,A,O,2020yCat.1350....0G,6.0795,9.4,9.99,HighPM*,0
HD 201252,21 07 12.2617,+36 57 00.568,14,14,0.0191,0.0222,90,A,O,2020yCat.1350....0G,1.391,8.18,8.16,Star,0
BD+36  4420,21 07 44.9066,+36 48 04.095,14,14,0.0079,0.0099,90,A,O,2020yCat.1350....0G,1.7862,9.68,10.56,Star,0
BD+36  4422,21 08 02.3583,+36 54 49.159,14,14,0.0084,0.0104,90,A,O,2020yCat.1350....0G,5.3496,9.12,9.48,Star,0
BD+35  4374,21 03 25.5837,+36 28 11.215,14,14,0.0124,0.0146,90,A,O,2020yCat.1350....0G,1.2089,8.83,10.44,Star,0
BD+35  4379,21 03 41.5386,+36 16 30.986,14,14,0.0096,0.0113,90,A,O,2020yCat.1350....0G,1.3772,9.65,9.79,Star,0
BD+35  4380,21 03 54.7888,+36 22 09.621,14,14,0.011,0.0132,90,A,O,2020yCat.1350....0G,1.4256,8.94,10.55,Star,0
BD+35  4387,21 04 43.8196,+36 18 43.307,14,14,0.0072,0.0092,90,A,O,2020yCat.1350....0G,1.6671,9.38,10.46,Star,0
BD+35  4392,21 05 37.3647,+36 21 04.459,14,14,0.0076,0.0085,90,A,O,2020yCat.1350....0G,0.9795,9.81,11.06,Star,0
HD 201050,21 06 05.4480,+36 25 23.951,14,14,0.0177,0.0188,90,A,O,2020yCat.1350....0G,1.9317,9.37,9.33,Star,0
HD 201193,21 06 55.9873,+36 15 16.915,14,14,0.0142,0.0183,90,A,O,2020yCat.1350....0G,8.8692,7.9,8.41,SB*,0
BD+35  4409,21 08 26.1497,+36 14 40.378,14,14,0.0099,0.012,90,A,O,2020yCat.1350....0G,1.8805,9.77,9.97,SB*,0
BD+35  4417,21 09 26.1172,+36 32 18.100,14,14,0.0098,0.0115,90,A,O,2020yCat.1350....0G,4.7072,9.96,10.59,Star,0
BD+35  4418,21 09 33.7130,+36 31 21.928,14,14,0.009,0.0109,90,A,O,2020yCat.1350....0G,1.4972,9.12,10.32,Star,0
HD 201703,21 10 10.7337,+36 27 46.485,14,14,0.0108,0.0125,90,A,O,2020yCat.1350....0G,3.0606,8.23,9.19,Star,0
BD+35  4347,21 00 07.4683,+35 48 45.201,14,14,0.0266,0.0306,90,A,O,2020yCat.1350....0G,2.194,9.4,9.36,Star,0
HD 200253,21 01 12.8647,+36 01 33.642,14,14,0.019,0.022,90,A,O,2020yCat.1350....0G,5.387,5.997,7.0,Star,0
BD+35  4358,21 01 16.7367,+36 02 28.061,14,14,0.013,0.0163,90,A,O,2020yCat.1350....0G,0.9063,8.69,10.21,Star,0
BD+35  4361,21 01 28.4122,+36 10 31.774,14,14,0.0154,0.0186,90,A,O,2020yCat.1350....0G,0.9993,8.7,10.38,Star,0
BD+35  4368,21 02 41.1780,+36 02 25.745,14,14,0.0195,0.0239,90,A,O,2020yCat.1350....0G,1.8691,9.15,9.74,SB*,0
BD+35  4371,21 02 55.1037,+35 38 21.329,14,14,0.0067,0.0081,90,A,O,2020yCat.1350....0G,1.4941,9.9,10.93,Star,0
BD+35  4376,21 03 37.0099,+35 43 19.144,14,14,0.0096,0.0115,90,A,O,2020yCat.1350....0G,1.0476,8.92,10.31,Star,0
BD+35  4382,21 04 13.3485,+35 46 22.307,14,14,0.0088,0.0102,90,A,O,2020yCat.1350....0G,3.1746,8.83,10.01,HighPM*,0
HD 200755,21 04 19.1719,+36 08 57.333,14,14,0.0123,0.015,90,A,O,2020yCat.1350....0G,1.9971,9.11,9.08,Star,0
BD+35  4414,21 09 13.218,+36 20 50.00,7,7,15.0,15.0,90,B,O,2009yCat.1315....0Z,,9.771,9.861,**,0
BD+36  4356,20 59 25.0034,+36 37 28.466,14,14,0.0677,0.0743,90,A,O,2020yCat.1350....0G,0.5965,9.84,11.21,Star,0
BD+35  4369,21 02 52.1797,+35 53 27.799,8,8,0.935,0.194,0,A,O,2016A&A...595A...2G,0.42,9.834,10.88,Star,0
BD+35  4375,21 03 29.7877,+35 51 13.399,14,14,0.008,0.0103,90,A,O,2020yCat.1350....0G,2.1455,9.2,10.14,Star,0
BD+36  4400,21 05 28,+36 39.0,4,4,,,0,E,,,,9.5,,ChemPec*,0
BD+37  4115,20 56 58.1951,+37 33 47.057,14,14,0.008,0.0094,90,A,O,2020yCat.1350....0G,1.9766,9.13,9.53,PulsV*,0
HD 199495,20 56 20.6325,+37 28 06.514,14,14,0.028,0.0308,90,A,O,2020yCat.1350....0G,3.1726,8.8,9.21,SB*,0
BD+36  4260,20 49 17.0795,+36 34 00.619,14,14,0.023,0.029,90,A,O,2020yCat.1350....0G,2.5239,9.36,10.78,SB*,0
HD 198663,20 50 39.5568,+36 32 41.196,14,14,0.0181,0.0236,90,A,O,2020yCat.1350....0G,2.5781,8.84,8.81,Star,0
BD+36  4275,20 50 50.8073,+36 41 01.020,14,14,0.0082,0.0106,90,A,O,2020yCat.1350....0G,7.4197,9.07,9.7,HighPM*,0
BD+36  4285,20 51 45.8906,+36 34 02.052,14,14,0.0083,0.0102,90,A,O,2020yCat.1350....0G,1.8055,9.26,10.28,Star,0
BD+35  4309,20 53 26.6740,+36 06 51.394,14,14,0.0092,0.0118,90,A,O,2020yCat.1350....0G,1.3837,8.99,10.12,Star,0
HD 199082,20 53 37.6469,+36 05 25.931,14,14,0.01,0.0122,90,A,O,2020yCat.1350....0G,1.5925,8.98,9.19,Star,0
HD 199100,20 53 41.7356,+36 07 48.067,14,14,0.05,0.0646,90,A,O,2020yCat.1350....0G,17.8214,7.79,8.51,HighPM*,0
BD+35  4321,20 55 29.9871,+35 53 24.160,14,14,0.0088,0.0102,90,A,O,2020yCat.1350....0G,1.6874,9.31,10.37,Star,0
BD+35  4326,20 56 01.8417,+35 46 05.353,14,14,0.1158,0.1569,90,A,O,2020yCat.1350....0G,1.2073,9.94,9.89,**,0
HD 199548,20 56 46.1835,+35 46 28.448,14,14,0.0111,0.0125,90,A,O,2020yCat.1350....0G,3.4791,8.95,9.07,Star,0
HD 199874,20 58 49.1675,+35 30 25.964,14,14,0.0098,0.013,90,A,O,2020yCat.1350....0G,11.2201,8.59,9.08,EmLine*,0
BD+34  4226,20 59 11.1570,+35 33 25.918,14,14,0.0083,0.01,90,A,O,2020yCat.1350....0G,2.1407,9.11,10.14,Star,0
HD 199970,20 59 22.4225,+35 28 28.576,14,14,0.0124,0.0151,90,A,O,2020yCat.1350....0G,2.1172,8.91,8.88,ChemPec*,0
BD+34  4230,20 59 37.9145,+35 28 33.446,14,14,0.008,0.0102,90,A,O,2020yCat.1350....0G,1.6832,9.81,10.22,Star,0
BD+34  4237,21 00 32.0500,+35 20 50.895,14,14,0.0102,0.0125,90,A,O,2020yCat.1350....0G,2.5647,9.57,9.77,Star,0
BD+34  4238,21 00 46.7066,+35 22 14.471,14,14,0.0093,0.0106,90,A,O,2020yCat.1350....0G,2.9208,8.67,9.71,Star,0
BD+36  4329,20 56 29.0355,+36 56 16.648,14,14,0.011,0.0129,90,A,O,2020yCat.1350....0G,0.9973,9.88,9.97,Star,0
BD+35  4348,21 00 04.7317,+36 27 00.315,14,14,0.0093,0.0116,90,A,O,2020yCat.1350....0G,1.7454,9.65,9.82,Star,0
BD+34  4224,20 59 03.2159,+35 26 26.468,14,14,0.0091,0.0106,90,A,O,2020yCat.1350....0G,4.0409,9.85,10.19,Star,0
TYC 2699-1721-1,20 49 59.0608,+36 24 48.787,14,14,0.0099,0.0109,90,A,O,2020yCat.1350....0G,6.4189,9.7,10.14,Star,0
TYC 2700-82-1,20 54 40.0871,+36 57 09.308,14,14,0.0102,0.012,90,A,O,2020yCat.1350....0G,1.1969,9.77,9.96,Star,0
TYC 2700-170-1,20 53 49.0853,+37 05 16.151,14,14,0.0102,0.0116,90,A,O,2020yCat.1350....0G,3.7428,9.89,10.28,Star,0
TYC 2700-586-1,20 58 08.5835,+36 50 35.102,14,14,0.0078,0.0092,90,A,O,2020yCat.1350....0G,1.4172,9.9,10.89,Star,0
TYC 2700-977-1,20 56 08.9401,+36 03 31.741,14,14,0.0091,0.0109,90,A,O,2020yCat.1350....0G,2.0392,9.21,10.14,Star,0
TYC 2700-1626-1,20 57 17.3448,+37 17 58.717,14,14,0.0082,0.0091,90,A,O,2020yCat.1350....0G,0.9049,9.96,11.47,Star,0
TYC 2700-2671-1,20 52 41.2671,+36 10 08.080,14,14,0.0092,0.0115,90,A,O,2020yCat.1350....0G,2.2609,9.73,9.93,Star,0
BD+35  4340,20 58 08.9347,+36 18 11.793,14,14,0.0274,0.0349,90,A,O,2020yCat.1350....0G,1.1737,9.94,10.28,Star,0
TYC 2700-3181-1,20 53 16.9890,+36 38 24.319,14,14,0.0073,0.0095,90,A,O,2020yCat.1350....0G,0.9296,9.74,10.73,Star,0
TYC 2700-3516-1,20 54 37.2016,+36 36 48.992,14,14,0.0077,0.0096,90,A,O,2020yCat.1350....0G,1.318,9.82,11.16,Star,0
TYC 2700-3798-1,20 53 31.7289,+36 44 36.556,14,14,0.007,0.0092,90,A,O,2020yCat.1350....0G,1.6418,9.79,10.77,Star,0
TYC 2700-3850-1,20 59 53.4840,+36 46 58.056,14,14,0.0085,0.0105,90,A,O,2020yCat.1350....0G,4.1102,9.72,10.21,Star,0
TYC 2700-3913-1,20 55 24.0023,+36 40 17.863,14,14,0.0088,0.011,90,A,O,2020yCat.1350....0G,6.0367,9.97,10.5,Star,0
TYC 2713-607-1,21 03 01.0078,+37 13 20.202,14,14,0.0079,0.0103,90,A,O,2020yCat.1350....0G,19.6869,9.83,10.78,Star,0
TYC 2713-746-1,21 00 43.6938,+36 07 20.979,14,14,0.0085,0.0099,90,A,O,2020yCat.1350....0G,1.6538,9.75,10.9,Star,0
TYC 2713-1326-1,21 01 27.8793,+35 58 37.555,14,14,0.0228,0.0276,90,A,O,2020yCat.1350....0G,1.3176,9.29,10.37,Star,0
TYC 2713-1442-1,21 07 44.3159,+36 11 43.764,14,14,0.0083,0.0107,90,A,O,2020yCat.1350....0G,1.543,9.47,10.71,Star,0
BD+35  4370,21 02 53.3949,+35 46 50.757,14,14,0.0176,0.022,90,A,O,2020yCat.1350....0G,7.6401,9.96,10.65,HighPM*,0
TYC 2713-2224-1,21 01 19.4588,+36 53 29.603,14,14,0.0106,0.0123,90,A,O,2020yCat.1350....0G,2.3211,9.92,10.16,Star,0
TYC 2713-2387-1,21 02 36.2581,+36 25 42.118,14,14,0.0082,0.0095,90,A,O,2020yCat.1350....0G,4.3675,9.95,10.36,Star,0
TYC 2713-2414-1,21 08 26.1736,+36 47 59.364,14,14,0.0075,0.0088,90,A,O,2020yCat.1350....0G,1.9783,9.87,10.87,Star,0
TYC 2713-2663-1,21 00 59.4803,+37 03 03.391,14,14,0.0073,0.0087,90,A,O,2020yCat.1350....0G,0.9836,9.81,11.11,Star,0
TYC 2713-2695-1,21 03 38.0758,+37 03 23.326,14,14,0.0076,0.0094,90,A,O,2020yCat.1350....0G,1.6363,9.91,10.88,Star,0
TYC 2713-2773-1,21 05 00.0114,+36 43 55.778,14,14,0.0086,0.0104,90,A,O,2020yCat.1350....0G,2.1918,9.24,10.18,Star,0
TYC 2713-2814-1,21 05 32.5520,+37 03 04.486,14,14,0.01,0.012,90,A,O,2020yCat.1350....0G,8.1799,9.78,10.29,Star,0
TYC 3168-725-1,21 02 56.3686,+37 31 24.296,14,14,0.0097,0.0118,90,A,O,2020yCat.1350....0G,3.2162,9.72,10.07,SB*,0
BD+36  4304,20 53 49.06,+37 01 14.7,6,6,,,0,D,,2001AJ....122.3466M,,9.5,,**,0
*  61 Cyg B,21 06 55.2638,+38 44 31.358,14,14,0.019,0.0232,90,A,O,2020yCat.1350....0G,286.0054,6.03,7.4,Eruptive*,0
BD+38  4354,21 07 22.1930,+38 41 11.885,14,14,0.0086,0.0103,90,A,O,2020yCat.1350....0G,0.8879,9.66,11.23,Star,0
HD 201561,21 09 08.3224,+38 43 45.119,14,14,0.0289,0.0347,90,A,O,2020yCat.1350....0G,1.5763,7.46,8.74,Star,0
BD+38  4363,21 09 09.8075,+38 45 34.500,14,14,0.0111,0.0136,90,A,O,2020yCat.1350....0G,2.6044,9.55,9.67,Star,0
BD+38  4367,21 09 44.2105,+38 56 02.310,8,8,0.602,0.384,0,A,O,2016A&A...595A...2G,3.01,9.11,10.07,**,0
BD+38  4369,21 10 27.3808,+38 51 11.642,14,14,0.0218,0.0248,90,A,O,2020yCat.1350....0G,1.6682,9.86,9.88,Star,0
BD+38  4370,21 10 28.7799,+38 45 19.031,14,14,0.0144,0.0175,90,A,O,2020yCat.1350....0G,1.7457,9.3,9.28,Star,0
HD 201795,21 10 38.5495,+38 57 40.324,14,14,0.0195,0.0212,90,A,O,2020yCat.1350....0G,1.24,7.53,7.5,Star,0
BD+38  4373,21 10 43.3182,+38 49 27.170,14,14,0.0097,0.011,90,A,O,2020yCat.1350....0G,2.7471,8.62,9.72,Star,0
HD 201839,21 10 57.1114,+38 46 47.102,14,14,0.0164,0.0203,90,A,O,2020yCat.1350....0G,1.7652,8.72,8.7,Star,0
BD+38  4380,21 11 15.4891,+39 14 38.478,14,14,0.0268,0.0281,90,A,O,2020yCat.1350....0G,5.4152,8.55,9.08,Star,0
BD+38  4381,21 11 28.7692,+38 38 59.883,14,14,0.0094,0.0112,90,A,O,2020yCat.1350....0G,4.4125,9.61,9.96,Star,0
BD+38  4386,21 12 03.5652,+38 36 45.423,14,14,0.0145,0.0175,90,A,O,2020yCat.1350....0G,1.7522,8.72,8.72,Star,0
BD+38  4391,21 12 34.5417,+38 46 02.316,14,14,0.7067,0.7819,90,C,O,2018yCat.1345....0G,,9.56,9.7,**,0
HD 202183,21 13 01.5779,+38 57 33.219,14,14,0.0208,0.0246,90,A,O,2020yCat.1350....0G,4.2896,8.11,8.19,Star,0
BD+38  4401,21 13 21.9075,+38 56 45.630,14,14,0.1389,0.1673,90,A,O,2020yCat.1350....0G,1.4036,9.74,9.81,Star,0
BD+38  4403,21 13 40.1784,+38 47 44.384,14,14,0.0103,0.0121,90,A,O,2020yCat.1350....0G,2.6639,8.74,9.82,Star,0
HD 202420,21 14 31.4401,+38 46 00.582,14,14,0.0225,0.0289,90,A,O,2020yCat.1350....0G,1.4225,8.94,8.94,Star,0
BD+37  4170,21 04 58.3885,+38 17 57.759,14,14,0.0274,0.0291,90,A,O,2018yCat.1345....0G,2.3894,8.85,9.82,Star,0
BD+37  4173,21 05 43.5404,+38 28 54.678,14,14,0.0087,0.01,90,A,O,2020yCat.1350....0G,2.448,8.85,9.85,Star,0
BD+37  4174,21 06 02.6043,+38 24 59.348,14,14,0.0121,0.0147,90,A,O,2020yCat.1350....0G,1.172,8.85,10.6,Star,0
BD+37  4175,21 06 14.5210,+38 20 09.629,14,14,0.0383,0.0471,90,A,O,2020yCat.1350....0G,0.7029,9.78,10.01,Star,0
BD+37  4179,21 06 54.6412,+38 32 20.560,14,14,0.01,0.0119,90,A,O,2020yCat.1350....0G,1.9762,8.28,9.84,Star,0
HD 201274,21 07 07.5906,+38 18 53.709,14,14,0.0176,0.0203,90,A,O,2020yCat.1350....0G,2.233,7.93,7.94,Star,0
BD+37  4185,21 07 42.0202,+38 13 38.628,14,14,0.009,0.0104,90,A,O,2020yCat.1350....0G,5.644,9.21,9.53,PulsV*,0
HD 201398,21 08 06.4161,+38 31 44.849,14,14,0.0131,0.0158,90,A,O,2020yCat.1350....0G,8.742,7.73,8.11,Star,0
HD 201445,21 08 21.8476,+38 29 07.657,14,14,0.009,0.011,90,A,O,2020yCat.1350....0G,0.9606,9.23,9.41,Star,0
BD+37  4199,21 09 16.6865,+38 28 08.992,14,14,0.0093,0.0109,90,A,O,2020yCat.1350....0G,1.9721,9.03,10.28,Star,0
BD+37  4202,21 09 43.1541,+38 20 56.283,14,14,0.0134,0.0138,90,A,O,2020yCat.1350....0G,1.7542,9.32,9.39,Star,0
HD 201685,21 09 58.8380,+38 14 57.063,14,14,0.0176,0.0211,90,A,O,2020yCat.1350....0G,1.7632,8.52,8.51,Star,0
HD 201804,21 10 49.0166,+38 13 03.860,14,14,0.0173,0.02,90,A,O,2020yCat.1350....0G,1.804,8.86,8.85,ChemPec*,0
HD 202088,21 12 29.5144,+38 33 59.368,14,14,0.0236,0.0289,90,A,O,2020yCat.1350....0G,1.7849,7.336,7.225,Star,0
HD 202238,21 13 20.0675,+38 15 16.575,14,14,0.01,0.0114,90,A,O,2020yCat.1350....0G,2.5482,8.63,8.99,Star,0
HD 202254,21 13 25.1025,+38 24 07.968,14,14,0.0115,0.0132,90,A,O,2020yCat.1350....0G,2.2239,7.74,9.06,Star,0
BD+37  4231,21 13 39.7064,+38 33 28.888,14,14,0.031,0.0354,90,A,O,2020yCat.1350....0G,1.5106,8.81,9.35,ChemPec*,0
BD+37  4232,21 13 49.0217,+38 26 31.324,14,14,0.0135,0.0165,90,A,O,2020yCat.1350....0G,1.7462,9.21,9.24,Star,0
BD+37  4233,21 13 56.0921,+38 29 54.886,8,8,19.4,17.56,90,C,,1998A&A...335L..65H,,9.23,9.22,**,0
BD+37  4239,21 14 42.3631,+38 19 14.066,14,14,0.0174,0.0199,90,A,O,2020yCat.1350....0G,0.7199,9.64,11.02,LongPeriodV*_Candidate,0
HD 202600,21 15 44.9178,+38 20 01.420,14,14,0.1433,0.151,90,A,O,2020yCat.1350....0G,1.1956,9.0,9.58,Star,0
HD 202599,21 15 44.5795,+38 28 03.389,14,14,0.0115,0.0133,90,A,O,2020yCat.1350....0G,2.4756,8.44,9.83,Star,0
BD+37  4253,21 16 51.9176,+38 14 50.402,14,14,0.0097,0.0114,90,A,O,2020yCat.1350....0G,0.826,9.03,10.56,Star,0
BD+37  4259,21 17 26.5683,+38 13 45.957,14,14,0.0074,0.0087,90,A,O,2020yCat.1350....0G,2.1652,9.36,10.48,Star,0
HD 200616,21 03 17.4830,+38 09 09.714,14,14,0.0233,0.0251,90,A,O,2020yCat.1350....0G,1.8465,8.09,7.98,Star,0
BD+37  4176,21 06 18.9451,+37 45 56.322,14,14,0.191,0.2211,90,A,O,2020yCat.1350....0G,6.7517,9.03,9.53,Star,0
HD 201154,21 06 34.3665,+38 02 21.679,14,14,0.1113,0.1334,90,A,O,2020yCat.1350....0G,9.2936,7.58,8.08,Star,0
BD+37  4181,21 07 12.1980,+37 46 52.853,14,14,0.1235,0.1489,90,A,O,2020yCat.1350....0G,10.8264,9.0,9.67,HighPM*,0
BD+37  4187,21 07 59.9419,+37 41 05.028,14,14,0.0108,0.0122,90,A,O,2020yCat.1350....0G,3.5358,9.47,9.71,delSctV*,0
BD+37  4190,21 08 11.4014,+37 35 53.711,14,14,0.0071,0.0091,90,A,O,2020yCat.1350....0G,1.8094,9.42,10.42,Star,0
BD+37  4193,21 08 48.8518,+37 57 15.927,14,14,0.0096,0.011,90,A,O,2020yCat.1350....0G,1.4065,9.12,10.57,Star,0
HD 201562,21 09 16.8685,+37 47 07.228,14,14,0.3537,0.3881,90,A,O,2018yCat.1345....0G,1.8301,9.0,9.11,Star,0
BD+37  4200,21 09 21.5813,+38 01 31.939,14,14,0.0086,0.0101,90,A,O,2020yCat.1350....0G,1.4996,9.79,10.79,Star,0
HD 201776,21 10 38.3900,+37 54 57.680,14,14,0.0146,0.018,90,A,O,2020yCat.1350....0G,1.2359,8.38,8.36,Star,0
HD 201938,21 11 36.6142,+38 08 15.410,14,14,0.0127,0.0156,90,A,O,2020yCat.1350....0G,1.5412,8.67,8.7,Star,0
HD 202239,21 13 16.3122,+38 08 56.655,14,14,0.0147,0.0172,90,A,O,2020yCat.1350....0G,1.441,9.23,9.2,Star,0
HD 202349,21 14 05.4623,+37 46 53.758,14,14,0.0278,0.0324,90,A,O,2020yCat.1350....0G,0.7423,7.355,7.175,Star,0
BD+37  4237,21 14 39.3326,+37 59 43.441,14,14,0.0124,0.0144,90,A,O,2020yCat.1350....0G,1.7531,9.92,10.05,Star,0
* tau Cyg,21 14 47.4925,+38 02 43.144,9,9,2.64,2.64,90,A,O,2007A&A...474..653V,49.16,3.73,4.12,delSctV*,0
* tau Cyg B,21 14 47.4627,+38 02 44.140,10,10,34.0,34.0,90,B,O,2002A&A...384..180F,,6.57,7.5,HighPM*,0
BD+37  4247,21 15 56.3934,+37 52 28.488,14,14,0.0088,0.0105,90,A,O,2020yCat.1350....0G,2.216,8.97,9.92,Star,0
BD+37  4248,21 16 03.5695,+37 47 09.437,14,14,0.0264,0.0302,90,A,O,2020yCat.1350....0G,2.3949,9.24,9.98,**,0
BD+37  4261,21 17 49.3858,+38 03 15.460,14,14,0.0301,0.0346,90,A,O,2020yCat.1350....0G,5.1695,9.14,9.7,SB*,0
BD+37  4264,21 18 41.5341,+37 39 05.456,14,14,0.0598,0.0716,90,A,O,2020yCat.1350....0G,2.884,9.81,10.3,Star,0
BD+37  4269,21 19 12.8584,+38 09 47.895,14,14,0.0105,0.0142,90,A,O,2020yCat.1350....0G,1.6861,8.86,10.36,Star,0
HD 201777,21 10 41.4793,+37 29 52.429,14,14,0.0126,0.0152,90,A,O,2020yCat.1350....0G,3.4754,8.2,9.22,Star,0
HD 202014,21 12 12.8439,+37 26 16.471,14,14,0.021,0.0232,90,A,O,2020yCat.1350....0G,6.7701,8.85,9.25,Star,0
BD+36  4458,21 12 13.2567,+37 03 52.426,14,14,0.0082,0.0096,90,A,O,2020yCat.1350....0G,2.7901,8.81,9.8,Star,0
